[12/Mar/2025:08:39:22 +0000] - 200 200 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 3495] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:09:14:27 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/version-check" [Client 127.0.0.1] [Length 64] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:14:41 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/themes&server=1&_nocache=1741770881631164313&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 1944] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:32 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3562] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:15:42 +0000] - 302 302 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 20] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:43 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 25261] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2744] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:44 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/version-check" [Client 127.0.0.1] [Length 64] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:44 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:44 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:49 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/export" [Client 127.0.0.1] [Length 22206] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:15:49 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:15:49 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:15:49 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2738] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:15:49 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:18:51 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15692] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:18:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2740] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:18:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:18:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:18:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 652] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:17 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 652] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:19 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15694] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:19:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2741] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:22 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15689] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:19:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2744] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:35 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 652] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:43 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15696] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:19:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2741] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1572] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:19:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1471] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:31:00 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 67] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:31:06 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 3563] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/export"
[12/Mar/2025:09:31:12 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3694] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:31:21 +0000] - 302 302 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 20] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:21 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 26692] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 3728] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/version-check" [Client 127.0.0.1] [Length 64] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1573] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/database/structure/favorite-table&ajax_request=1&favorite_table=1&sync_favorite_tables=1" [Client 127.0.0.1] [Length 1557] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1470] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:30 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/structure&eq=SYWTCos6DmWjf9IfWteaWzRUhQqCKKDE7nUVf0z25BE2tirLvTEhnR4GjkTfSXTe9UykZC6cRboIuDTh&ajax_request=true&ajax_page_request=true&_nocache=1741771889869936919&token=415b3a7143594f602f2d384f3e695b70" [Client 127.0.0.1] [Length 10318] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:30 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2670] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=SYWTCos6DmWjf9IfWteaWzRUhQqCKKDE7nUVf0z25BE2tirLvTEhnR4GjkTfSXTe9UykZC6cRboIuDTh"
[12/Mar/2025:09:31:30 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2275] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=SYWTCos6DmWjf9IfWteaWzRUhQqCKKDE7nUVf0z25BE2tirLvTEhnR4GjkTfSXTe9UykZC6cRboIuDTh"
[12/Mar/2025:09:31:33 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2353] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=SYWTCos6DmWjf9IfWteaWzRUhQqCKKDE7nUVf0z25BE2tirLvTEhnR4GjkTfSXTe9UykZC6cRboIuDTh"
[12/Mar/2025:09:31:50 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/&ajax_request=true&ajax_page_request=true&_nocache=174177191061353706&token=415b3a7143594f602f2d384f3e695b70" [Client 127.0.0.1] [Length 16054] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=SYWTCos6DmWjf9IfWteaWzRUhQqCKKDE7nUVf0z25BE2tirLvTEhnR4GjkTfSXTe9UykZC6cRboIuDTh"
[12/Mar/2025:09:31:50 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/version-check" [Client 127.0.0.1] [Length 64] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:53 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/privileges&viewing_mode=server" [Client 127.0.0.1] [Length 16765] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:31:53 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1479] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/privileges&viewing_mode=server"
[12/Mar/2025:09:31:53 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1573] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/privileges&viewing_mode=server"
[12/Mar/2025:09:31:53 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 5403] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/privileges&viewing_mode=server"
[12/Mar/2025:09:31:53 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1470] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/privileges&viewing_mode=server"
[12/Mar/2025:09:38:08 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/&ajax_request=true&ajax_page_request=true&_nocache=1741772288167398443&token=415b3a7143594f602f2d384f3e695b70" [Client 127.0.0.1] [Length 67] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/privileges&viewing_mode=server"
[12/Mar/2025:09:38:09 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3423] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:38:22 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3435] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:38:31 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3600] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:39:29 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3600] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:39:34 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3419] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:39:43 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3603] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
